rank,programme_name,institution,job_title,job_url,hybrid_score,semantic_score,top_skill_gaps
4,Informatics,Klaipėda University,SENIOR ERP SISTEMŲ (JAVA/KITA KALBA) PROGRAMUOTOJAS,https://en.cvbankas.lt/senior-erp-sistemu-java-kita-kalba-programuotojas-kaune/1-13753585,0.1528,0.5252,
5,Informatics,Klaipėda University,Join our team as a JUNIOR System Analyst!,https://en.cvbankas.lt/join-our-team-as-a-junior-system-analyst-darbas-namuose/1-13699867,0.1416,0.4945,
6,Informatics,Klaipėda University,Programuotojas / AI (DI) inžinierius,https://en.cvbankas.lt/programuotojas-ai-di-inzinierius-vilniuje/1-13706229,0.1183,0.4876,
7,Informatics,Klaipėda University,Join our PPM team as a System Analyst! 🚀,https://en.cvbankas.lt/join-our-ppm-team-as-a-system-analyst-darbas-namuose/1-13660457,0.1096,0.5432,
8,Informatics,Klaipėda University,MID ERP SISTEMŲ (JAVA/KITA KALBA) PROGRAMUOTOJAS,https://en.cvbankas.lt/mid-erp-sistemu-java-kita-kalba-programuotojas-kaune/1-13753589,0.1086,0.4756,
9,Informatics,Klaipėda University,SAP DATA Services Developer with verification,https://www.linkedin.com/jobs/view/4390914503/?eBP=CwEAAAGdXVTxFcI6g9hH53N1HLbm8qUIlDCF29qdU73aSnKw2A9Sm0OKg4wH1WUAV60u3dhjnQkze7yyqC8OEFvq91eR0kmqJg2F9SZgBy-P0l_zmfETpFkq7EO-iFmTiW0lQC6yfMwoTMijJbMFzdQlKLaeJpq-M-k8CYM61f7srpH_zkGA7_ZRru4Kzhvn1PSdxJCJq5jSve_PRB9Beni0IliEe8GgTy8tBCz9opPwsSievwfmSWA0FCFyh_TXiVZRcgT4mjCCpPSi36AtP-2FA3uN6prNDU3tolKpvnY0vmtulhj6BUoWYmPeBB1H_jeY849GGS1D0CpyEzazZLt54NP9bRVV-gtaUWujPp9BGT73-wQGvj4NktTMBrr8XjZnRWa0NHHbGBnv9Thh98ifEFRjhVxb8ztaftEHHQfaBDX9nCYY0T_7brNhqeOe4R5wZXX1Pay8S4S7UwG0SJxjQTxoL12iGaa1GUEZC1PE-oL8kZJ4sHR4OmKC3avjeXcVrsqxpKnpmsdCamYtX3BNMR_EowrEaFmIY5Sr9w&refId=8E32x5IjZ%2BhE0AVcGSKhpw%3D%3D&trackingId=sAoLzTehYU0i6vxN8a7ZUw%3D%3D&trk=flagship3_search_srp_jobs,0.0929,0.4692,SAP Data Services; migration; data models
10,Informatics,Klaipėda University,Java Software Engineer with verification,https://www.linkedin.com/jobs/view/4393227634/?eBP=CwEAAAGdXU_zAeR_4EDQ5LoZGaqQsOCvj8fqhDrMA7DaCA6IHQo9KqwNKVR1slkSbi15mQJlS23OWMw0FphSnBcNzutGVc--Gg8_f16diYFsGqX3tinjCkg54W-Q0PKGSkjcIOCy7rb7t5ribSbZknvniLA2Wc9i9JlaUvcfoxfk4mit7YY-8vxjAr3Dgf0R88E0ahvxBV1dBL3A9ccJW205Ns29H84r-Pcesu7ONtJ2dmeg-ZBSUtMPyKeiYj-B1khKsHt_IxeXbawdmK9PFfc6MfTpW2hLyY9rF0H0--XYHtVPoGFJYokdZdCAOeJ2xnaAOldygTUELYTlw52B4i-2OT_YgJnn4ARwWQGiWY8WjL-gk_Nu1QzV7lSI_EeZWvrC40KUhpjTg4_pdLbR6yg93Mb8slJxmR5Gner18S7R5Har6uo0hPfb3YIBiBLrwSLUJlp_bfr-Ws49_Guy3uNsAHJaB0WULJZifpT2DRwc_lyRox1RObPQ-QAvPTfzwPWjcPE6dpAVZp5hTyyUvpFkgKl87jb_J3Zi&refId=6i6qglSW0W6eFOYOHvBmjw%3D%3D&trackingId=GnWUaM%2BkC%2FAiN0eFEgitqw%3D%3D&trk=flagship3_search_srp_jobs,0.0913,0.5367,
1,Informatics,Klaipėdos valstybinė kolegija / Higher Education Institution,BI programuotojas (-a),https://en.cvbankas.lt/bi-programuotojas-a-kaune/1-13753903,0.1478,0.5434,
2,Informatics,Klaipėdos valstybinė kolegija / Higher Education Institution,Software helpdesk – junior IT Analyst,https://en.cvbankas.lt/software-helpdesk-junior-it-analyst-vilniuje/1-13753555,0.0917,0.596,
3,Informatics,Klaipėdos valstybinė kolegija / Higher Education Institution,FULL STACK PROGRAMUOTOJAS (-A),https://en.cvbankas.lt/full-stack-programuotojas-a-vilniuje/1-13749131,0.089,0.5807,
4,Informatics,Klaipėdos valstybinė kolegija / Higher Education Institution,IT Support Engineer,https://en.cvbankas.lt/it-support-engineer-vilniuje/1-13176664,0.0882,0.5558,
5,Informatics,Klaipėdos valstybinė kolegija / Higher Education Institution,IT inžinierius,https://en.cvbankas.lt/it-inzinierius-naujojoje-akmeneje/1-13742959,0.088,0.5544,
6,Informatics,Klaipėdos valstybinė kolegija / Higher Education Institution,FINANSINIŲ SISTEMŲ VYSTYMO ANALITIKAS (-Ė),https://en.cvbankas.lt/finansiniu-sistemu-vystymo-analitikas-e-vilniuje/1-13559576,0.0865,0.6113,
7,Informatics,Klaipėdos valstybinė kolegija / Higher Education Institution,Full stack developer with verification,https://www.linkedin.com/jobs/view/4372609852/?eBP=CwEAAAGdXU_zAXfyj33quo4hBhSxWg1MWkU3rN_b6lHUlGLvOMoNMO4jsvgffLMy7ZkBT9xJ0iXvAFevUofirzztr0qFQqf5fNU9ZrYTLwLmGot7Nvwf37hRADwiNfTimU1yhowPXI8Q_9DgiMr1zuiPYnboZSNSwBbrNmR4yUSePH6XapixPwz8qlcn4T-k3HmArQp2-0wGsn4vbfHQdwp2EgRdv9ObazE7ADDZsiNwU2zFzkqIlbx2w-prwZuHLwfVF0iyrzcunN3dvuCsvGGzmc63XjE5ryvaWzGT5p54eBcsaNAhsKFcvwllzILKNsUPZ32v-TrJR2SgQgaHGfyHDoEe_91T0QXQ8WnulSX6P048bcfwUWVSZV_hkuH-HjCkXsZ9RmHqr6sbwrCiKN9KxVCMsDN5FQjcQPzkoZacceNRBqs1K5pGjyi3R-fPD7OkS52jK_Ly_Kx7xCRCqxntMURbWluyN17LhURFEc1gE-bjcXad2TLDrjNLsVbz9uurnQCjNjT6gHvpsT0WOgcrP7drHTrxtQ&refId=6i6qglSW0W6eFOYOHvBmjw%3D%3D&trackingId=G30vqdoia52YCAqRT3YMrw%3D%3D&trk=flagship3_search_srp_jobs,0.0796,0.5744,
8,Informatics,Klaipėdos valstybinė kolegija / Higher Education Institution,MS Power Developer with verification,https://www.linkedin.com/jobs/view/4388682909/?eBP=CwEAAAGdXU_3LZ3gL4U7BnbsjIpQgqlX7Tn-Ceqb0RuNSARraIpZ9TdSn_iOS3kR2LA7B4E0pWSje839r0d5kLSIpCE_3u2b3ChPf40TSMbzm9E6F1ikSdja8_d8wtRI3UKX-QpAbCl42qNkythu4U4t7QQk38mlpHAswdPK1G_3rhBO5UGqhRKEU9qogDM8y636hWupxhspfE7TO308hxKSp87V9RmdXTyFrNl6y1j5rXzKDXWCDDmeaw_LdAMhB3DW-iX7HBmgnzRN1XnpSQ44i7nsOnYbiSBK-EfkkhDUI337_ShuaWQo6fH_J-RLprg025JbAKGAdjbDNciS9Uaywb9boIrcbHRCth6N-gk1z8ANTonRqpTjJ2wTihx_D_D6Gu5Pz0ZA_oahiNJoOzS_7VdTnLOPLcWdZTYjfB-jBe5q1VJJEUtsUBgGgGsgiMHYyvIWjF0_fULYR7KpWHG7FyVtMZ9_o8sxiReLsXuDO1PyW1IWkiMUmqikwuHj1zoop1uzBe-MXz3wwEZeBQ0s2PqUsl5a_--KrkMOYQ&refId=wk4fVenEURubDB1Ehtm5HQ%3D%3D&trackingId=O3SCG%2FbG%2FA%2FfnBafzp8pQw%3D%3D&trk=flagship3_search_srp_jobs,0.0783,0.5719,SQL; NoSQL; Java (computer programming)
9,Informatics,Klaipėdos valstybinė kolegija / Higher Education Institution,IT VERSLO ANALITIKAS (-Ė),https://en.cvbankas.lt/it-verslo-analitikas-e-vilniuje/1-13685665,0.0758,0.5612,
10,Informatics,Klaipėdos valstybinė kolegija / Higher Education Institution,Full-stack software engineer,https://en.cvbankas.lt/full-stack-software-engineer-vilniuje/1-12689751,0.0705,0.5523,
1,Informatics,Vilnius University,IT SUPPORTER with development opportunity in Data Integration,https://en.cvbankas.lt/it-supporter-with-development-opportunity-in-data-integration-marijampoleje/1-13685295,0.2426,0.3774,troubleshoot; English; operating systems
2,Informatics,Vilnius University,Vyr. sistemų analitikas (-ė) (NTR modernizavimui),https://en.cvbankas.lt/vyr-sistemu-analitikas-e-ntr-modernizavimui-vilniuje/1-13768673,0.2014,0.3932,
3,Informatics,Vilnius University,ERP konsultantas (-ė) (SCM),https://en.cvbankas.lt/erp-konsultantas-e-scm-vilniuje/1-13763515,0.1927,0.3817,
4,Informatics,Vilnius University,.NET programuotojas (-a),https://en.cvbankas.lt/net-programuotojas-a-vilniuje/1-13750639,0.1763,0.3789,
5,Informatics,Vilnius University,Operational Excellence Partner,https://en.cvbankas.lt/operational-excellence-partner-vilniuje/1-13557078,0.1657,0.3716,
6,Informatics,Vilnius University,Vyr. veiklos analitikas (-ė),https://en.cvbankas.lt/vyr-veiklos-analitikas-e-vilniuje/1-13761865,0.1626,0.4166,
7,Informatics,Vilnius University,IT projektų administratorius (-ė) / Verslo sistemų analitikas (-ė),https://en.cvbankas.lt/it-projektu-administratorius-e-verslo-sistemu-analitikas-e-klaipedoje/1-13749007,0.1537,0.4365,
8,Informatics,Vilnius University,JAVA programuotojas (-a) (Integraciniams sprendimams),https://en.cvbankas.lt/java-programuotojas-a-integraciniams-sprendimams-vilniuje/1-13749639,0.1512,0.3821,
9,Informatics,Vilnius University,Dynamics 365 projektų vadovas (-ė),https://en.cvbankas.lt/dynamics-365-projektu-vadovas-e-vilniuje/1-10309027,0.149,0.3875,
10,Informatics,Vilnius University,Vyr. sistemų analitikas (-ė) (Gyventojų registrui),https://en.cvbankas.lt/vyr-sistemu-analitikas-e-gyventoju-registrui-vilniuje/1-13737929,0.1484,0.4271,
1,Informatics Systems,Vytautas Magnus University,DIRBTINIO INTELEKTO INŽINIERĖ (-IUS) IT skyriuje,https://en.cvbankas.lt/dirbtinio-intelekto-inziniere-ius-it-skyriuje-vilniuje/1-13749365,0.3426,0.567,
2,Informatics Systems,Vytautas Magnus University,Programuotojas / AI (DI) inžinierius,https://en.cvbankas.lt/programuotojas-ai-di-inzinierius-vilniuje/1-13706229,0.2192,0.5061,
3,Informatics Systems,Vytautas Magnus University,IT specialistas procesų automatizavimui,https://en.cvbankas.lt/it-specialistas-procesu-automatizavimui-kaune/1-13254683,0.2092,0.5137,
4,Informatics Systems,Vytautas Magnus University,IT sistemų ir skaitmenizacijos vadovas (-ė),https://en.cvbankas.lt/it-sistemu-ir-skaitmenizacijos-vadovas-e-panevezyje/1-13702931,0.1956,0.4942,
5,Informatics Systems,Vytautas Magnus University,IT SISTEMŲ ADMINISTRATORIŲ (-Ę),https://en.cvbankas.lt/it-sistemu-administratoriu-e-vilniuje/1-13734017,0.1848,0.4613,
6,Informatics Systems,Vytautas Magnus University,Python Developer with verification,https://www.linkedin.com/jobs/view/4382110244/?eBP=CwEAAAGdXU_zAVAO_JkHnUlWlq5FTm2w9txS4zk3plJpD_WDALDSR-nZEKyX51oUhopH7xJqiX9vn5IIISLcNk12wJXmwHGuOw2uMeUVwQiN4CZ4Y3MGNZ7Tf2PFp5XHfafvWmurdNcrtBuezqono6WP1xFhXSSXgbRK2cP8TWsE0OkDAJRlYZotnixVG_cs-XakUnSD2iVNa16_GWZKtbmauxh9nmm_1REnv848AuKo98-NauVb2gFXiAy7ozAqlhTOmr6lZRHGDaK_klYpmxfDXsxNHCSCcHXZolAneLEuKU09mSYofPrldExOtWMuV8zkwVMzb1LuI1iU1PadyLto1y39Hc_xq0rjNv4EFJEhYdvWtv_6xPGyxWLokBe2OvpGrgTt47o4nowLRwCuReaySGj-iR7t5Q2vqxFOYLLA_CGoKI5444s3RZVM_L5eCSPIWM3TDpV3YhG31zw8irxXIeRVN65g1t5XyQDAwpbJ-BI8diQMQqCjvh0JewDqq3RuU9fLSt1obXfuRQ&refId=6i6qglSW0W6eFOYOHvBmjw%3D%3D&trackingId=ugrRJrGrl32EkgEAU%2BN8ag%3D%3D&trk=flagship3_search_srp_jobs,0.1696,0.4802,work independently; web services; Python (computer programming)
7,Informatics Systems,Vytautas Magnus University,IT inžinierius (-ė),https://en.cvbankas.lt/it-inzinierius-e-vilniuje/1-13713495,0.1563,0.4596,
8,Informatics Systems,Vytautas Magnus University,AI Engineer (Applied AI) with verification,https://www.linkedin.com/jobs/view/4354609788/?eBP=CwEAAAGdXU_3Lpjva5gehuwkyxZOOeCMBLNABZouwvt95moQqldkZj82d9MFxAibHKwvHcRydrXa6rtBTFPsNBV4zX_5A9KyNJf_-ofgUfq-YZy77hlw36EosJqJdYRk9kmsGtqraQU9QmeTS5B89rNfVK9JUwgH9JOInDbgeM7epx921DQd72SXaWo1M0sb7HPrANFJ8FeiSgJOGh6xnkYWXMiBHEXNBJAecBgWS__K1NYvsYF60BZMbiTaH_Fm_SaXOiAcdqqFCab_EOtkdZzXKLDlT-W5wJSMXMeTqBv0slR8E8kDATovomB-czBgotIfWw9P9QX5o2s3qOh9QNMYse5ipOuzs1PSB2z1LQ3vhmi-GmGjkSX-MNTAPOgg2fRDV8aFmuACRRT6zWk8hRzE0XZd-FYmj-XKmqo9Veo0dJ62XkYlmgHz8aSHlLU9FV4-GypB9bSK156pWGRrTqxwjjyRrbfPWrduFwS0Rf7o30kJlFxUrKo8awCgQca5ifXdmZIc2QR8EekFCC7YSUkcjXohNje0D35mC3QLNQ&refId=wk4fVenEURubDB1Ehtm5HQ%3D%3D&trackingId=t02SStjRfp6kvPP77%2BKNiw%3D%3D&trk=flagship3_search_srp_jobs,0.1548,0.5103,
9,Informatics Systems,Vytautas Magnus University,IT Project Manager,https://www.linkedin.com/jobs/view/4385030467/?eBP=CwEAAAGdXVdwbcRhDWecAby_h_A56hTR6I4c_j9fczLBQRY1aAPXuXLydzkHvk9a4cKnCUf65YCfg7lNe89IPyJ0VL4BytPUCAu-LOaBz5qLbLH-Z6mZWqjFeznA2eWJofyeUNgsJKf6w7bbI508eI31pLeYVNWNRbYTRhc8k22p48OAfrSFFfef2YSHEwfhGG5aZjA-V_dGISesWBNtJAUv4KlL-WOHnQGqOy8LueNA-CYxjpb6cxc1XW3hcoNsDr55UPfsVbi2xNp4bqaq-tNckeQB9OSkLeCj8i5NwdakafHhcmAd4SyuRLA6QrfqyJHr8sRQ885tM3uPDH1m94J7bu1v9wyrsL0DHNvZiYwkpnZZ2ZcBmSlSurHd07BHbdHvQbBL18R2gFBkCIEhHaKkPEdAC084Tn1QSZfGDgn_n0qyEGAK7rzxCTu2iuGE7roHigPOroKBAo4GVFb5LvT-fJIe4HOIfEFiorhIy5LIzahnZ-53un3-gfiVAjH_W_QdRsdyqvg9ZQM9POOcXN0&refId=rFHdzi5Cz%2BdUq3XW8tPvMA%3D%3D&trackingId=mLSW9IB1BhEZZBByyjH2mg%3D%3D&trk=flagship3_search_srp_jobs,0.1535,0.5091,assume responsibility; Lithuanian; ICT project management methodologies
10,Informatics Systems,Vytautas Magnus University,📢 IEŠKOME IT SKYRIAUS VADOVO (-ĖS),https://en.cvbankas.lt/ieskome-it-skyriaus-vadovo-es-vilniuje/1-13743017,0.1509,0.5671,
1,Cybersecurity Technologies,Vilnius Business College,Pažeidžiamumų valdymo – įsilaužimų testavimo specialistas (-ė),https://en.cvbankas.lt/pazeidziamumu-valdymo-isilauzimu-testavimo-specialistas-e-vilniuje/1-13194248,0.2966,0.5201,
2,Cybersecurity Technologies,Vilnius Business College,SOC analitikas (-ė) kibernetinių grėsmių paieškai,https://en.cvbankas.lt/soc-analitikas-e-kibernetiniu-gresmiu-paieskai-vilniuje/1-13395656,0.2283,0.551,
3,Cybersecurity Technologies,Vilnius Business College,IT administratorius (-ė),https://en.cvbankas.lt/it-administratorius-e-kaune/1-13637509,0.208,0.5467,
4,Cybersecurity Technologies,Vilnius Business College,KIBERNETINIO SAUGUMO VADOVAS (-Ė),https://en.cvbankas.lt/kibernetinio-saugumo-vadovas-e-kaune/1-13760617,0.2037,0.5721,
5,Cybersecurity Technologies,Vilnius Business College,Cyber Security Specialist,https://en.cvbankas.lt/cyber-security-specialist-vilniuje/1-13680669,0.1987,0.5471,
6,Cybersecurity Technologies,Vilnius Business College,Information Security Specialist,https://en.cvbankas.lt/information-security-specialist-vilniuje/1-13736475,0.1719,0.4683,
7,Cybersecurity Technologies,Vilnius Business College,IT inžinierius (-ė),https://en.cvbankas.lt/it-inzinierius-e-vilniuje/1-13713495,0.1709,0.4752,
8,Cybersecurity Technologies,Vilnius Business College,IT skyriaus vadovas (-ė),https://en.cvbankas.lt/it-skyriaus-vadovas-e-vilniuje/1-13758531,0.1539,0.4917,
9,Cybersecurity Technologies,Vilnius Business College,SAUGUMO SPRENDIMŲ KOMPETENCIJŲ CENTRO VADOVAS (-Ė),https://en.cvbankas.lt/saugumo-sprendimu-kompetenciju-centro-vadovas-e-vilniuje/1-13717451,0.1497,0.5646,
10,Cybersecurity Technologies,Vilnius Business College,IRT specialistas (-ė) (SOC ir IT saugos sritis) | Technologijų skyrius,https://en.cvbankas.lt/irt-specialistas-e-soc-ir-it-saugos-sritis-technologiju-skyrius-vilniuje/1-13733709,0.1427,0.4815,in-circuit test; negotiate compromises; manage time
1,Computer games and animation,SMK College of Applied Sciences,Gameplay Programmer,https://en.cvbankas.lt/gameplay-programmer-vilniuje/1-9413531,0.2613,0.4914,
2,Computer games and animation,SMK College of Applied Sciences,IT inžinierius (-ė),https://en.cvbankas.lt/it-inzinierius-e-vilniuje/1-13713495,0.2578,0.4562,
3,Computer games and animation,SMK College of Applied Sciences,Data Analyst with verification,https://www.linkedin.com/jobs/view/4384887301/?eBP=CwEAAAGdXVdr9AsTIcE5FlZ44rr_6LQUeex7waY8i5FuqpXNWnB9xNTzLkOAKpJ7U9uROi32EB1jDMDJz2R0SMmeM99P9oDcfQkre66c5l5XeFaa5koNQHHRowX4mfntFDX_Kk7w3OlqjCVaPkPf1qIh9zoewjp-zlZ1qSla4ATamigUobjbcQtx_lYqBU2rXuSeOV6nOUiJ-UGTXHuMF0NMZIL0xIlGxcXcslnT5tzb8PXyuhhV_lvc027vGYtLJvGPK8Or0ULIJAxorKh38cIyQObtB5ZI1xmpNgsDtL-2AQ5tLU4Zo40b_idBfpV01-KMihhgDQ2rJf0g-m306t-E84dY1tilxWJY0O3sfC8obyfXE5oM7uO8DI0hH6sAq392XCTt-KADNlsAIdkmBlNbe72ZS24tkzxtB4sebRSDzWuaEwhAAC_wbbM__WmaUU9uWbpesqjPMRxqwi-ob_3gc9vn4jIIuRpSa9YI4KY7oO6Ss12NRY_ZtKTolPu-GFIHq1VgMp0RpbOpR1Fg5RpFfX-Qx4c-_JPB1D00FSym&refId=47SaNTdiYW3wnMQlscUwOw%3D%3D&trackingId=UqgagcFR3Zy1YIbyE2P%2BDw%3D%3D&trk=flagship3_search_srp_jobs,0.2427,0.4694,
4,Computer games and animation,SMK College of Applied Sciences,Vyr. IT projektų vadovas (-ė),https://www.linkedin.com/jobs/view/4378346135/?eBP=BUDGET_EXHAUSTED_JOB&refId=PiFLR9Mgdm2lRnwhShP3aw%3D%3D&trackingId=5xGUtjU5wkZAgVoe55mQ%2Fg%3D%3D&trk=flagship3_search_srp_jobs,0.2206,0.4718,
5,Computer games and animation,SMK College of Applied Sciences,LiveOps Specialist (Games),https://en.cvbankas.lt/liveops-specialist-games-vilniuje/1-13722407,0.2033,0.4226,
6,Computer games and animation,SMK College of Applied Sciences,DevOps Engineer with verification,https://www.linkedin.com/jobs/view/4381471932/?eBP=CwEAAAGdXU_3Leggp0nUjsyiQMh41EtrQKHkHm_mbxi_f50nJqTmBATys_GyWAQ241hvgWv9Vo_2HO1e15o59E8NEANAc3lKoN2_TfMMo6-p3M3unDvQnsrep5HdT4iHiqwh7_i0duvH5Z_mPHXhylTs6wZDQQecJ_sTD6Cu6adIs0rCg35VRq8jn24dBk7sbeb662XdLd82afnu-Mj9apKvzbZNXFgkwB2BxZb1WA1OdRm0aB9Sg09TdjE6ZCCU4CR6gHRztNZX_9Aj0nfjT9oYO92HyqFS-tW6BbIo0a_sGbVxy4tmJShqK7zwmY1tA0fFCSlUjOgBuNTRM4OuY6q7efen5QMyc6zMWAd3D7t4-pMcCFSaP2bSaF_5vV2_C29f5dR6E7FN4Zar3BFeUQrCZ3H41oIP0zVb0iAWZf_6_ZTB2KlwWse11q0mQ4qzz6sxeTPVKJfWm7UIIrGIOX8keldTDERM_i1EJtXW3RAhhAfdG3iu6zReZ8W8uYwYiovbGtN9HTgJDoI18FX2yaXmX7oXnc1lYg&refId=wk4fVenEURubDB1Ehtm5HQ%3D%3D&trackingId=Juc79RCrD1sahtvuya5TOg%3D%3D&trk=flagship3_search_srp_jobs,0.1831,0.4456,
7,Computer games and animation,SMK College of Applied Sciences,Data Technology Consultant with verification,https://www.linkedin.com/jobs/view/4289623476/?eBP=CwEAAAGdXVdwbITQeGfsm0oewi7Mqfksgch5TC4XK_Go1NNfJQ3UmYqQwJgAPbSpaGnyAZ4OmnPsZKocjvsrPOJ0-ctR3Adt90aymbFCwRAJQmHoATYtv9_K_tREGb0YPonGLImpYnn6__dZ1lxLu1r4KBrmvfZG349z-Rb5xCcBnPVS3AkqA1Wjm7dKw7qWyORG4vguHxjpMDM8eoSg0eHxYVQUTdo6Yd3eH9Cb-Opk4jooL7PctTEK2b9GvicCrXhCn2GLEn8IYtJrEiNswTBJ4LuX6XgwiEJqlnwDjunqVhY0Ct7VBJAzBf9R8oE9aQPaf4gzSYCGJABCvd4p2hoMRbxa5awc_cafwkDq_F2IVAF34Tr-HrN0El3VBCT9zVlqSuCtHkKOzDOm_1upEPh6zKCr6Hw2g1XWpDewHY2FfyioXqAM1PhtUiBd4E9aBT1mKvUHBJW3q8EUhy_Lmyg0jWZZ9iOyz_URG-JpJblRDXz1VzQYBSeeaYP94Q_hAwHnDh4DJVDdKjemaTl9NR-NP0YPNDMRTg&refId=rFHdzi5Cz%2BdUq3XW8tPvMA%3D%3D&trackingId=0k5yg462%2FZT0uTucoFF6vQ%3D%3D&trk=flagship3_search_srp_jobs,0.1823,0.4313,
8,Computer games and animation,SMK College of Applied Sciences,Jaunesnysis (-ioji) socialinių tinklų reklamos dizaineris (-ė) / IT projektų specialistas (-ė),https://en.cvbankas.lt/jaunesnysis-ioji-socialiniu-tinklu-reklamos-dizaineris-e-it-projektu-specialistas-e-vilniuje/1-13750591,0.1494,0.4854,
9,Computer games and animation,SMK College of Applied Sciences,Data Scientist with verification,https://www.linkedin.com/jobs/view/4368092764/?eBP=CwEAAAGdXVdr8wLhXgCN16Gxrk7al7ZnW-_ooUcnN4gHaQRQXtuBKihjCZH3MQvUG_JrZ1XE9bHvZDVbNYmSYU_RRt1K09Xh65yh63dznYyEgbxfhfxFRMCpYd5EPi-HDeLGmrmRydjncICXjgBdC858bn29Xvag_2_KBis6HDgxN_XSHrVEBYWVYIiZRI3yWYMl7IfaPJpTbi2Cibl2jdCHt7hVz87RoCruHYYIJAPlE-PinlkUtF4ctqs9D0pH21jOKoPyumtpz940Hg4-WMcbsWJtORzzqpSyO6kejrtO095wUTmBDm-wLBJstBqIP3WB4e0U9lI9RHmGFmDTBxkROOyFSHN312Z7hfzVzwC7XDtwfJftJH7E9rrLLuSxgUZnV55jIKomT-2lfENJ5_qaA5Y6IzPDveiZgOhYZa--F_dwn-UGTsHe69HCue7opu3iJ0G2s5H3B0hnn3RdeO7kF3jI-lotLfHu0_MsMmCI8W-WR8fbVU5jobGY72DnEZaIjN7DQLc7WBXUigDJUTvA0WNYeAEAdNti&refId=47SaNTdiYW3wnMQlscUwOw%3D%3D&trackingId=xQeX88kPx97hzHFYbqTiRw%3D%3D&trk=flagship3_search_srp_jobs,0.1445,0.4376,
10,Computer games and animation,SMK College of Applied Sciences,IT SISTEMŲ ADMINISTRATORIŲ (-Ę),https://en.cvbankas.lt/it-sistemu-administratoriu-e-vilniuje/1-13734017,0.1415,0.435,
1,Media Technologies,Vilnius Business College,Junior Front-End Developer,https://en.cvbankas.lt/junior-front-end-developer-kaune/1-13750941,0.2629,0.5021,
2,Media Technologies,Vilnius Business College,Jaunesnysis (-ioji) socialinių tinklų reklamos dizaineris (-ė) / IT projektų specialistas (-ė),https://en.cvbankas.lt/jaunesnysis-ioji-socialiniu-tinklu-reklamos-dizaineris-e-it-projektu-specialistas-e-vilniuje/1-13750591,0.2139,0.5426,
3,Media Technologies,Vilnius Business College,Junior Web Developer - EU,https://www.linkedin.com/jobs/view/4389080234/?eBP=CwEAAAGdXU_zASg4TwgZKUAiTxrKKJH-4gVPbmYxNlxlzZvE3qLOBdOh7nW5jkgxKK_CfCrbjlZqMvW8S84crk4xHdP4feNzIq5BVb3U4ibbvI3pQpWL0F6e8v8X92u7-ixIpqPlJ2EyA6n9O7ZIgO76RL-JlTRT8YNxXrsBMlH3DCpaQEKoV5qv72oexdzjoJc1kMSjdZRud2QmJiGlHb-DpXP5SpGFNzT1LKeexOPLSlaUTA5uohhraQnLXN6yWMgDQ2KI_HDSG6I2NoGNRjUShNryd-UAeEm_dzU-vtQCG_zfHrYLFZpNMmdVKhcIx3OuuhwBE4glwTTb1IZyuz2kjn9-ua9OZFxdILLHIYh9vNkWIhPwRWnNAUC_n11k-SC4HuhXrNWy47V2IJ0Bu1-TAWc-hBFzeECOLFAZnjN06lKsF1rKGlaHUy_c0DYTBGyBH7hzOJR7cLbATQJIgxdFde8GQzIhIjJqg7JGbp8JF1wZeLXJxmPh5AmCCq_8aNW05qU2o3iRmObs4c5uUONPrs-zMll961gUez--OUxFvpU&refId=6i6qglSW0W6eFOYOHvBmjw%3D%3D&trackingId=OX8dd8PLCLsZiMIJUlT4jQ%3D%3D&trk=flagship3_search_srp_jobs,0.2137,0.4723,
4,Media Technologies,Vilnius Business College,Paid Summer Internship in the IT Department,https://en.cvbankas.lt/paid-summer-internship-in-the-it-department-klaipedoje/1-13752753,0.2128,0.4849,
5,Media Technologies,Vilnius Business College,IT projektų vadovė (-as),https://en.cvbankas.lt/it-projektu-vadove-as-klaipedoje/1-12847891,0.1733,0.4854,
6,Media Technologies,Vilnius Business College,Senior IT Project Manager (REMOTE),https://en.cvbankas.lt/senior-it-project-manager-remote-darbas-namuose/1-13699765,0.1704,0.4278,
7,Media Technologies,Vilnius Business College,Gameplay Programmer,https://en.cvbankas.lt/gameplay-programmer-vilniuje/1-9413531,0.1642,0.4863,
8,Media Technologies,Vilnius Business College,PRODUKTŲ VADOVAS (-Ė),https://en.cvbankas.lt/produktu-vadovas-e-vilniuje/1-13753687,0.1452,0.4617,
9,Media Technologies,Vilnius Business College,Join our Marketing Team as a Website and Content Specialist,https://en.cvbankas.lt/join-our-marketing-team-as-a-website-and-content-specialist-siauliuose/1-13746459,0.1235,0.4602,
10,Media Technologies,Vilnius Business College,Odoo ERP PROJEKTŲ VADOVAS / SENIOR KONSULTANTAS,https://en.cvbankas.lt/odoo-erp-projektu-vadovas-senior-konsultantas-vilniuje/1-13553505,0.0957,0.4289,
1,Multimedia and Internet Technologies,Vytautas Magnus University,Techninio aptarnavimo specialistas (-ė) - darbas studentams!,https://en.cvbankas.lt/techninio-aptarnavimo-specialistas-e-darbas-studentams-vilniuje/1-13760729,0.4541,0.4657,
2,Multimedia and Internet Technologies,Vytautas Magnus University,Paid Summer Internship in the IT Department,https://en.cvbankas.lt/paid-summer-internship-in-the-it-department-klaipedoje/1-13752753,0.2462,0.4868,English; computer engineering; design thinking
