rank,programme_name,institution,job_title,job_url,hybrid_score,semantic_score,top_skill_gaps
1,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,IT SISTEMŲ ADMINISTRATORIŲ (-Ę),https://en.cvbankas.lt/it-sistemu-administratoriu-e-vilniuje/1-13734017,0.1633,0.5219,
2,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,IT INFRASTRUKTŪROS ADMINISTRATORIUS (-Ė),https://en.cvbankas.lt/it-infrastrukturos-administratorius-e-klaipedoje/1-13736439,0.1253,0.5229,troubleshoot; delegate responsibilities; electronics
3,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,Software helpdesk – junior IT Analyst,https://en.cvbankas.lt/software-helpdesk-junior-it-analyst-vilniuje/1-13753555,0.1182,0.5238,
4,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,Operacijų ir sistemų asistentas (-ė),https://en.cvbankas.lt/operaciju-ir-sistemu-asistentas-e-kaune/1-13696885,0.1053,0.5256,
5,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,IT specialisto (-ės) asistentas (-ė) Vilniuje,https://en.cvbankas.lt/it-specialisto-es-asistentas-e-vilniuje-vilniuje/1-13697171,0.0819,0.5074,
6,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,IT verslo sistemų administratorius (-ė) Kaune,https://en.cvbankas.lt/it-verslo-sistemu-administratorius-e-kaune-kaune/1-13748851,0.0801,0.532,
7,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,IT sistemų ir skaitmenizacijos vadovas (-ė),https://en.cvbankas.lt/it-sistemu-ir-skaitmenizacijos-vadovas-e-panevezyje/1-13702931,0.0762,0.5446,
8,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,Verslo sistemų koordinatorius (-ė),https://en.cvbankas.lt/verslo-sistemu-koordinatorius-e-vilniuje/1-13763309,0.0753,0.5903,
9,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,IT sistemų ir kibernetinio saugumo administratorius (-ė),https://en.cvbankas.lt/it-sistemu-ir-kibernetinio-saugumo-administratorius-e-kaune/1-13608923,0.0713,0.5215,renewable energy; digital identity management; security regulations
10,Information Systems and Cybersecurity,Vilniaus kolegija / Higher Education Institution,Verslo sistemų ir procesų analitikas (-ė),https://en.cvbankas.lt/verslo-sistemu-ir-procesu-analitikas-e-vilniuje/1-13699299,0.0663,0.5116,
1,Development and Maintenance of Information Systems,Panevėžio kolegija/State Higher Education Institution,IT Compliance & Process manager,https://en.cvbankas.lt/it-compliance-process-manager-vilniuje/1-13722075,0.2069,0.5353,
2,Development and Maintenance of Information Systems,Panevėžio kolegija/State Higher Education Institution,SAUGUMO SPRENDIMŲ KOMPETENCIJŲ CENTRO VADOVAS (-Ė),https://en.cvbankas.lt/saugumo-sprendimu-kompetenciju-centro-vadovas-e-vilniuje/1-13717451,0.1415,0.563,
