rank,programme_name,institution,job_title,job_url,hybrid_score,semantic_score,top_skill_gaps
5,Marketing Technologies,Vilnius University,Data Technology Consultant with verification,https://www.linkedin.com/jobs/view/4289623476/?eBP=CwEAAAGdXVdwbITQeGfsm0oewi7Mqfksgch5TC4XK_Go1NNfJQ3UmYqQwJgAPbSpaGnyAZ4OmnPsZKocjvsrPOJ0-ctR3Adt90aymbFCwRAJQmHoATYtv9_K_tREGb0YPonGLImpYnn6__dZ1lxLu1r4KBrmvfZG349z-Rb5xCcBnPVS3AkqA1Wjm7dKw7qWyORG4vguHxjpMDM8eoSg0eHxYVQUTdo6Yd3eH9Cb-Opk4jooL7PctTEK2b9GvicCrXhCn2GLEn8IYtJrEiNswTBJ4LuX6XgwiEJqlnwDjunqVhY0Ct7VBJAzBf9R8oE9aQPaf4gzSYCGJABCvd4p2hoMRbxa5awc_cafwkDq_F2IVAF34Tr-HrN0El3VBCT9zVlqSuCtHkKOzDOm_1upEPh6zKCr6Hw2g1XWpDewHY2FfyioXqAM1PhtUiBd4E9aBT1mKvUHBJW3q8EUhy_Lmyg0jWZZ9iOyz_URG-JpJblRDXz1VzQYBSeeaYP94Q_hAwHnDh4DJVDdKjemaTl9NR-NP0YPNDMRTg&refId=rFHdzi5Cz%2BdUq3XW8tPvMA%3D%3D&trackingId=0k5yg462%2FZT0uTucoFF6vQ%3D%3D&trk=flagship3_search_srp_jobs,0.2705,0.4716,program management; business analytics; plan
6,Marketing Technologies,Vilnius University,"Pardavimų vadybininkas (-ė) / Sales Manager (IT, SaaS)",https://en.cvbankas.lt/pardavimu-vadybininkas-e-sales-manager-it-saas-kaune/1-13761651,0.2687,0.486,
7,Marketing Technologies,Vilnius University,Baltic IT Business Analyst,https://en.cvbankas.lt/baltic-it-business-analyst-vilniuje/1-13702403,0.2527,0.4967,
8,Marketing Technologies,Vilnius University,Pardavimų vadybininkė (-as),https://en.cvbankas.lt/pardavimu-vadybininke-as-vilniuje/1-13757127,0.2454,0.4806,
9,Marketing Technologies,Vilnius University,FINANSINIŲ SISTEMŲ VYSTYMO ANALITIKAS (-Ė),https://en.cvbankas.lt/finansiniu-sistemu-vystymo-analitikas-e-vilniuje/1-13559576,0.2113,0.4708,
10,Marketing Technologies,Vilnius University,IT System Team Coordinator,https://en.cvbankas.lt/it-system-team-coordinator-vilniuje/1-13766799,0.2094,0.4727,
1,Bioinformatics,Vilnius University,IT specialistas (-ė) (kompiuterinių darbo vietų priežiūra),https://en.cvbankas.lt/it-specialistas-e-kompiuteriniu-darbo-vietu-prieziura-vilniuje/1-13755395,0.359,0.4865,
2,Bioinformatics,Vilnius University,Jaunesnysis IT specialistas,https://en.cvbankas.lt/jaunesnysis-it-specialistas-kaune/1-8870958,0.1457,0.4913,
3,Bioinformatics,Vilnius University,Software helpdesk – junior IT Analyst,https://en.cvbankas.lt/software-helpdesk-junior-it-analyst-vilniuje/1-13753555,0.1233,0.4683,English; communication
4,Bioinformatics,Vilnius University,IT SUPPORTER with development opportunity in Data Integration,https://en.cvbankas.lt/it-supporter-with-development-opportunity-in-data-integration-marijampoleje/1-13685295,0.1175,0.5075,troubleshoot; English; Lithuanian
5,Bioinformatics,Vilnius University,Commissioning - Automation Engineer,https://en.cvbankas.lt/commissioning-automation-engineer-uzsienyje/1-13683043,0.1076,0.4743,
6,Bioinformatics,Vilnius University,Riedmenų IT sistemų inžinierius (-ė),https://en.cvbankas.lt/riedmenu-it-sistemu-inzinierius-e-vilniuje/1-13715991,0.0871,0.4348,English; Lithuanian; maintenance operations
7,Bioinformatics,Vilnius University,B2B IT Projektų vadovas (-ė),https://en.cvbankas.lt/b2b-it-projektu-vadovas-e-vilniuje/1-13758119,0.0747,0.4527,
8,Bioinformatics,Vilnius University,IT verslo partneris (-ė),https://en.cvbankas.lt/it-verslo-partneris-e-vilniuje/1-13758821,0.0686,0.4618,
9,Bioinformatics,Vilnius University,IT SISTEMŲ SPECIALISTAS (-Ė),https://en.cvbankas.lt/it-sistemu-specialistas-e-vilniuje/1-13758185,0.0682,0.4349,
10,Bioinformatics,Vilnius University,SISTEMŲ ADMINISTRATORIUS (-Ė),https://en.cvbankas.lt/sistemu-administratorius-e-kaune/1-13753729,0.0676,0.4416,
1,Artificial intelligence,Kaunas University of Technology,AI Engineer (Applied AI) with verification,https://www.linkedin.com/jobs/view/4354609788/?eBP=CwEAAAGdXU_3Lpjva5gehuwkyxZOOeCMBLNABZouwvt95moQqldkZj82d9MFxAibHKwvHcRydrXa6rtBTFPsNBV4zX_5A9KyNJf_-ofgUfq-YZy77hlw36EosJqJdYRk9kmsGtqraQU9QmeTS5B89rNfVK9JUwgH9JOInDbgeM7epx921DQd72SXaWo1M0sb7HPrANFJ8FeiSgJOGh6xnkYWXMiBHEXNBJAecBgWS__K1NYvsYF60BZMbiTaH_Fm_SaXOiAcdqqFCab_EOtkdZzXKLDlT-W5wJSMXMeTqBv0slR8E8kDATovomB-czBgotIfWw9P9QX5o2s3qOh9QNMYse5ipOuzs1PSB2z1LQ3vhmi-GmGjkSX-MNTAPOgg2fRDV8aFmuACRRT6zWk8hRzE0XZd-FYmj-XKmqo9Veo0dJ62XkYlmgHz8aSHlLU9FV4-GypB9bSK156pWGRrTqxwjjyRrbfPWrduFwS0Rf7o30kJlFxUrKo8awCgQca5ifXdmZIc2QR8EekFCC7YSUkcjXohNje0D35mC3QLNQ&refId=wk4fVenEURubDB1Ehtm5HQ%3D%3D&trackingId=t02SStjRfp6kvPP77%2BKNiw%3D%3D&trk=flagship3_search_srp_jobs,0.5735,0.4965,
2,Artificial intelligence,Kaunas University of Technology,MLOps engineer with expertise in Ray and Kubeflow vLLM SkyPikot on kubernetes,https://en.cvbankas.lt/mlops-engineer-with-expertise-in-ray-and-kubeflow-vllm-skypikot-on-kubernetes-darbas-namuose/1-13742747,0.3889,0.5747,
3,Artificial intelligence,Kaunas University of Technology,Machine Learning Engineer - Lithuania,https://www.linkedin.com/jobs/view/4369666699/?eBP=CwEAAAGdXVTsvR5DBFDIdaENp9Kz05Zx0LpvJE7P8CNZDnvu4tVrHTA2S_-KzE3qZr5euHXYlKPV8vzElV74_9oboFCancFeTHrS_R3FEx0JikWakQtDFmze_GBGHxZuuID7TWRHG7iiVQH9VK5aHN3J7dVyvff73fprBapgvlTe55WaxecXpoRS1NAAg-erWcy27enP3rYySSOtmRKRDn08vCWvir8Rf4J7hyNXrGNoilS2SJ-LQlAHLikIKijPnKxhOzZJMrBxDKNo0dHitF2MGJtgtFVhUDNifmIQkxBLAoDfqsACcb8h30X1_s0rB6SNwPjqwE9zGDFkQdQTMTuPecXwyMsvTqTn85jqMkdXqDFjndFgVST49rotLNtBovdNDOg4OIyb6QzMfDON8j9UbTq15TUS706ZhlqNawLYxWLfgeCL58ZC7Cartd14wO12nx-DlMze1RuSDnl5hCvf2u8VoRDQ6W9VtKi4yRIh8bxD6RRgtrd4XM3WtdxX_AIylOSB64QbZfy7PaCKj75FckDDZ5oAzhFw&refId=rvvLPRm9HMLC13GVbfiruQ%3D%3D&trackingId=mu69CVJdQShpf9JMSNsXKA%3D%3D&trk=flagship3_search_srp_jobs,0.3886,0.4918,ML (computer programming); Computer Assisted Language Learning; perform procurement processes
4,Artificial intelligence,Kaunas University of Technology,Machine Learning Engineer (Mid-level),https://www.linkedin.com/jobs/view/4383483266/?eBP=CwEAAAGdXVTxFARRigmVXL7I2I4uKi9f7lZq-6UIx9iRoXgMSqiJH9NYKMmGEcjc_52WuTMw0XfmSU_YRjMKqtqhsW6oqoqA6HQxZjisJhUhoXD5RPn1_ogRBd0Dq1v1Q-7y2haUhExh866bCNd4jQyCqsfJANR6Er5kyIIk9EKhk3pXHpRfqsHXkIIDbD3PoZt15CnExR1apMNGEmqvCR6y5VFWKFMiX4TZZ9h9fURlEw6vqNczTa1Up2rElSf8YPYP8kyEkU2nMq35C57ISCco1dPv-fz1B9uLjW5uejRkg4MY1QPKG8azWr1k2Ap-wsBChdFrw-Pz0mrnYotcN063oKAtiNzBRYwToxXtB3l1Al_lbaw5-CoC2Y6iswScPd08pQzWQgdaKdPxAoTbTMEhNhdKLpbVHoI8iX3KfwMWFLpQX6cebaeH6uUrwPgBKiAnlb64i-H0J0W-3aPeYYckiNk-CS8ajR0t7r33e6x7LDkvhoWg7haZz5TvSnixhCopjVMzrHLabxhJq0_gPjRQosSoB7WJfByKBEo&refId=8E32x5IjZ%2BhE0AVcGSKhpw%3D%3D&trackingId=Ufhb%2FD%2Flc0rXMBADMop9dw%3D%3D&trk=flagship3_search_srp_jobs,0.3718,0.4241,
5,Artificial intelligence,Kaunas University of Technology,MID DI inžinierius (-ė) – prisijunk prie mūsų komandos ir kurk inovacijas!,https://en.cvbankas.lt/mid-di-inzinierius-e-prisijunk-prie-musu-komandos-ir-kurk-inovacijas-vilniuje/1-13699111,0.3218,0.4259,
6,Artificial intelligence,Kaunas University of Technology,AI SOLUTIONS EXPERT (F/M/D),https://en.cvbankas.lt/ai-solutions-expert-f-m-d-vilniuje/1-13705505,0.309,0.5551,
7,Artificial intelligence,Kaunas University of Technology,DIRBTINIO INTELEKTO IR AUTOMATIZACIJŲ VADOVAS (-Ė),https://en.cvbankas.lt/dirbtinio-intelekto-ir-automatizaciju-vadovas-e-vilniuje/1-13752609,0.2652,0.5344,
8,Artificial intelligence,Kaunas University of Technology,Python Developer,https://en.cvbankas.lt/python-developer-kaune/1-13706605,0.2401,0.4592,childbirth; SQL; work independently
9,Artificial intelligence,Kaunas University of Technology,Programuotojas / AI (DI) inžinierius,https://en.cvbankas.lt/programuotojas-ai-di-inzinierius-vilniuje/1-13706229,0.2392,0.4687,
10,Artificial intelligence,Kaunas University of Technology,Python Developer with verification,https://www.linkedin.com/jobs/view/4382110244/?eBP=CwEAAAGdXU_zAVAO_JkHnUlWlq5FTm2w9txS4zk3plJpD_WDALDSR-nZEKyX51oUhopH7xJqiX9vn5IIISLcNk12wJXmwHGuOw2uMeUVwQiN4CZ4Y3MGNZ7Tf2PFp5XHfafvWmurdNcrtBuezqono6WP1xFhXSSXgbRK2cP8TWsE0OkDAJRlYZotnixVG_cs-XakUnSD2iVNa16_GWZKtbmauxh9nmm_1REnv848AuKo98-NauVb2gFXiAy7ozAqlhTOmr6lZRHGDaK_klYpmxfDXsxNHCSCcHXZolAneLEuKU09mSYofPrldExOtWMuV8zkwVMzb1LuI1iU1PadyLto1y39Hc_xq0rjNv4EFJEhYdvWtv_6xPGyxWLokBe2OvpGrgTt47o4nowLRwCuReaySGj-iR7t5Q2vqxFOYLLA_CGoKI5444s3RZVM_L5eCSPIWM3TDpV3YhG31zw8irxXIeRVN65g1t5XyQDAwpbJ-BI8diQMQqCjvh0JewDqq3RuU9fLSt1obXfuRQ&refId=6i6qglSW0W6eFOYOHvBmjw%3D%3D&trackingId=ugrRJrGrl32EkgEAU%2BN8ag%3D%3D&trk=flagship3_search_srp_jobs,0.2364,0.4686,childbirth; SQL; work independently
1,Information and Communication Technologies,Vilnius Gediminas Technical University,Head of Processes and Technology Department,https://en.cvbankas.lt/head-of-processes-and-technology-department-vilniuje/1-13716087,0.2738,0.4999,
2,Information and Communication Technologies,Vilnius Gediminas Technical University,Technologijų departamento direktorius (-ė),https://en.cvbankas.lt/technologiju-departamento-direktorius-e-klaipedoje/1-13740375,0.2006,0.4788,quality standards; create solutions to problems; assume responsibility
3,Information and Communication Technologies,Vilnius Gediminas Technical University,INFORMACINIŲ SISTEMŲ (IS) POKYČIŲ KOORDINATORĖ (-IUS),https://en.cvbankas.lt/informaciniu-sistemu-is-pokyciu-koordinatore-ius-vilniuje/1-13767141,0.178,0.4963,
4,Information and Communication Technologies,Vilnius Gediminas Technical University,IT inžinierius (-ė),https://en.cvbankas.lt/it-inzinierius-e-kaune/1-13706767,0.1359,0.4846,
5,Information and Communication Technologies,Vilnius Gediminas Technical University,Riedmenų IT sistemų inžinierius (-ė),https://en.cvbankas.lt/riedmenu-it-sistemu-inzinierius-e-vilniuje/1-13715991,0.1308,0.4762,maintenance operations; manage time; troubleshoot
6,Information and Communication Technologies,Vilnius Gediminas Technical University,Tinklų architektas (-ė),https://en.cvbankas.lt/tinklu-architektas-e-vilniuje/1-13768335,0.1054,0.5822,
7,Information and Communication Technologies,Vilnius Gediminas Technical University,SAUGUMO SPRENDIMŲ ARCHITEKTAS (-Ė),https://en.cvbankas.lt/saugumo-sprendimu-architektas-e-vilniuje/1-13713875,0.1013,0.5389,
8,Information and Communication Technologies,Vilnius Gediminas Technical University,IT SISTEMŲ ADMINISTRATORIUS (-Ė),https://en.cvbankas.lt/it-sistemu-administratorius-e-vilniuje/1-13761897,0.0992,0.524,manufacturing processes; data protection; business management principles
9,Information and Communication Technologies,Vilnius Gediminas Technical University,IT On-site inžinierius,https://en.cvbankas.lt/it-on-site-inzinierius-vilniuje/1-13757479,0.0969,0.48,
10,Information and Communication Technologies,Vilnius Gediminas Technical University,B2B IT Projektų vadovas (-ė),https://en.cvbankas.lt/b2b-it-projektu-vadovas-e-vilniuje/1-13758119,0.095,0.4971,accounting; assume responsibility; perform project management
1,Information Technologies,Vilnius Gediminas Technical University,Inžinierius,https://en.cvbankas.lt/inzinierius-klaipedoje/1-13693129,0.4172,0.3711,
2,Information Technologies,Vilnius Gediminas Technical University,IT specialistas (-ė) (kompiuterinių darbo vietų priežiūra),https://en.cvbankas.lt/it-specialistas-e-kompiuteriniu-darbo-vietu-prieziura-vilniuje/1-13755395,0.2942,0.3751,
3,Information Technologies,Vilnius Gediminas Technical University,Mid/Senior Meta Media Buyer,https://en.cvbankas.lt/mid-senior-meta-media-buyer-vilniuje/1-13757529,0.2626,0.3701,
4,Information Technologies,Vilnius Gediminas Technical University,IT sistemų (Sandėlio valdymo sistemos) priežiūros specialistas (-ė),https://en.cvbankas.lt/it-sistemu-sandelio-valdymo-sistemos-prieziuros-specialistas-e-kaune/1-13771955,0.2589,0.3975,
5,Information Technologies,Vilnius Gediminas Technical University,IT saugumo inžinierė (-ius) - konsultantė (-as),https://en.cvbankas.lt/it-saugumo-inziniere-ius-konsultante-as-vilniuje/1-13700401,0.2489,0.4134,
6,Information Technologies,Vilnius Gediminas Technical University,JAVA programuotojas (-a),https://en.cvbankas.lt/java-programuotojas-a-vilniuje/1-13749669,0.2406,0.4304,
7,Information Technologies,Vilnius Gediminas Technical University,PHP PROGRAMUOTOJAS (-A),https://en.cvbankas.lt/php-programuotojas-a-vilniuje/1-13716415,0.2368,0.3778,
8,Information Technologies,Vilnius Gediminas Technical University,MID/SENIOR JAVA FULL STACK PROGRAMUOTOJAS (-A),https://en.cvbankas.lt/mid-senior-java-full-stack-programuotojas-a-vilniuje/1-13758579,0.2167,0.3953,
9,Information Technologies,Vilnius Gediminas Technical University,IT pirkimų vyr. specialistas (-ė),https://en.cvbankas.lt/it-pirkimu-vyr-specialistas-e-vilniuje/1-13737273,0.2037,0.4018,
10,Information Technologies,Vilnius Gediminas Technical University,System Analyst (IT department),https://en.cvbankas.lt/system-analyst-it-department-vilniuje/1-13759517,0.2002,0.3941,
1,Information Technologies,Vilnius University,JAVA programuotojas (-a),https://en.cvbankas.lt/java-programuotojas-a-vilniuje/1-13749669,0.2458,0.5566,
2,Information Technologies,Vilnius University,"Youth LAB – Application Support intern | SEB Group, Vilnius",https://en.cvbankas.lt/youth-lab-application-support-intern-seb-group-vilnius-vilniuje/1-13713017,0.2278,0.5071,
3,Information Technologies,Vilnius University,IT sistemų (Sandėlio valdymo sistemos) priežiūros specialistas (-ė),https://en.cvbankas.lt/it-sistemu-sandelio-valdymo-sistemos-prieziuros-specialistas-e-kaune/1-13771955,0.1948,0.5057,Ukrainian; Russian; SQL
4,Information Technologies,Vilnius University,IT pirkimų vyr. specialistas (-ė),https://en.cvbankas.lt/it-pirkimu-vyr-specialistas-e-vilniuje/1-13737273,0.1933,0.556,morality; plan; develop strategy to solve problems
5,Information Technologies,Vilnius University,IT inžinierius (-ė),https://en.cvbankas.lt/it-inzinierius-e-vilniuje/1-13752201,0.1749,0.5165,
6,Information Technologies,Vilnius University,JAUNESNYSIS INŽINIERIUS (-Ė) TV BOKŠTE,https://en.cvbankas.lt/jaunesnysis-inzinierius-e-tv-bokste-vilniuje/1-11733954,0.1696,0.484,personal development; cyber security; plan
7,Information Technologies,Vilnius University,Service Desk Specialist,https://en.cvbankas.lt/service-desk-specialist-vilniuje/1-13736491,0.1614,0.5297,
8,Information Technologies,Vilnius University,IT SISTEMŲ SPECIALISTAS (-Ė),https://en.cvbankas.lt/it-sistemu-specialistas-e-vilniuje/1-13758185,0.1587,0.5447,
9,Information Technologies,Vilnius University,IT projektų administratorius (-ė) / Verslo sistemų analitikas (-ė),https://en.cvbankas.lt/it-projektu-administratorius-e-verslo-sistemu-analitikas-e-klaipedoje/1-13749007,0.1583,0.5495,
10,Information Technologies,Vilnius University,Head of Security (m/f/d),https://en.cvbankas.lt/head-of-security-m-f-d-radviliskyje/1-13732941,0.1547,0.5192,
1,Informatics,Kaunas University of Technology,Programuotojas / AI (DI) inžinierius,https://en.cvbankas.lt/programuotojas-ai-di-inzinierius-vilniuje/1-13706229,0.2227,0.4627,
2,Informatics,Kaunas University of Technology,IT specialistas procesų automatizavimui,https://en.cvbankas.lt/it-specialistas-procesu-automatizavimui-kaune/1-13254683,0.2177,0.4331,
